shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3556098937988,-83.0664749145508,266
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3556137084961,-83.0664825439453,267
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3555717468262,-83.0664215087891,268
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3553123474121,-83.0662612915039,269
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3549537658691,-83.0660705566406,270
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.354606628418,-83.0658798217773,271
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3541450500488,-83.0656127929688,272
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3537635803223,-83.0654296875,273
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3535423278809,-83.0653076171875,274
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3535270690918,-83.0652618408203,275
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3533935546875,-83.0651550292969,276
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.35302734375,-83.0649490356445,277
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3524589538574,-83.0646209716797,278
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3519821166992,-83.064338684082,279
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.351634979248,-83.0641326904297,280
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.351634979248,-83.0637893676758,281
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.351863861084,-83.0632629394531,282
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3521385192871,-83.0626678466797,283
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3523788452148,-83.0621337890625,284
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3525772094727,-83.0616302490234,285
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3527297973633,-83.0612564086914,286
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3528861999512,-83.0609436035156,287
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3530654907227,-83.0605545043945,288
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3532485961914,-83.0601196289063,289
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3534507751465,-83.0596694946289,290
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3535995483398,-83.0593109130859,291
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3538017272949,-83.058837890625,292
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3540191650391,-83.0583343505859,293
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3542518615723,-83.0578002929688,294
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3544769287109,-83.0572662353516,295
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3547134399414,-83.0567474365234,296
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3549118041992,-83.0561752319336,297
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3550186157227,-83.0557708740234,298
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3550338745117,-83.0556793212891,299
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.355037689209,-83.0556869506836,300
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3550567626953,-83.0556869506836,301
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3550720214844,-83.0556945800781,302
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551025390625,-83.0556945800781,303
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551216125488,-83.0556869506836,304
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551826477051,-83.0556793212891,305
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551902770996,-83.0556793212891,306
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551788330078,-83.0556793212891,307
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3551750183105,-83.0556869506836,308
